30x30x2
00,01|00,02|00,01|00,03|00,01|00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,09|-1,05|-1,05|08,03|00,01|00,03|00,01
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,09|-1,05|-1,05|-1,08|-1,00|-1,00|00,03
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,17|-1,13|-1,05|-1,05|-1,12|-1,16|-1,00|00,01
00,01|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,17|-1,13|-1,05|-1,05|-1,05|-1,05|-1,08|-1,00|00,02
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,09|-1,05|-1,05|-1,05|-1,05|-1,05|-1,08|-1,00|00,01
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,09|-1,05|-1,05|-1,05|-1,05|-1,05|-1,08|-1,00|00,03
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,15|-1,11|-1,05|-1,05|-1,05|-1,10|-1,14|-1,00|00,02
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,15|-1,07|-1,07|-1,07|-1,14|-1,00|-1,00|00,01
00,01|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,03
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
